date,country,election,status
"April 9, 2007",Democratic Republic of Timor-Leste,Election for President,Held
"April 4, 2007",Republic of Madagascar,Referendum,Held
"March 31, 2007",Republic of Benin,Election for Assemblée Nationale (Beninese National Assembly),Held
"March 26, 2007",Arab Republic of Egypt,Referendum,Held
"March 25, 2007",Islamic Republic of Mauritania,Election for President,Held
"March 18, 2007",Republic of Finland,Election for Eduskunta (Finnish Parliament),Held
"March 11, 2007",Islamic Republic of Mauritania,Election for President,Held
"March 7, 2007",Northern Ireland,Election for Tionól Thuaisceart Éireann (Northern Ireland Assembly),Held
"March 6, 2007",Federated States Of Micronesia,Election for Congress of the Federated States of Micronesia,Held
"March 4, 2007",Republic of Estonia,Election for Riigikogu (Estonian Parliament),Held
"Feb. 25, 2007",Republic of Senegal,Election for President,Held
"Feb. 17, 2007",Kingdom of Lesotho,Election for Lesotho National Assembly,Held
"Feb. 11, 2007",Turkmenistan,Election for President,Held
"Feb. 11, 2007",Portuguese Republic,Referendum,Held
"Feb. 9, 2007",Turks and Caicos Islands,Election for Turks and Caicos House of Assembly,Held
"Jan. 25, 2007",Republic of The Gambia,Election for Gambian National Assembly,Held
"Jan. 21, 2007",Islamic Republic of Mauritania,Election for Majlis al-Shuyukh (Mauritanian Senate),Held
"Jan. 21, 2007",Republic of Serbia,Election for Narodna skupština (Serbian National Assembly),Held
"Jan. 19, 2007",Democratic Republic of the Congo,Election for Sénat (Congolese Senate),Held
"Dec. 20, 2006",United Arab Emirates,Election for Majlis al-Ittihad al-Watani (Emirati Federal National Council),Held
"Dec. 11, 2006",Saint Lucia,Election for Saint Lucian House of Representatives,Held
"Dec. 3, 2006",Republic of Madagascar,Election for President,Held
"Dec. 3, 2006",Bolivarian Republic of Venezuela,Election for President,Held
"Nov. 26, 2006",Republic of Ecuador,Election for President,Held
"Nov. 22, 2006",Kingdom of the Netherlands,Election for Tweede Kamer (Dutch Second Chamber),Held
"Nov. 19, 2006",Islamic Republic of Mauritania,Election for Al Jamiya Al Wataniya (Mauritanian National Assembly),Held
"Nov. 7, 2006",United States of America,Election for US House of Representatives,Held
"Nov. 7, 2006",United States of America,Election for US Senate,Held
"Nov. 6, 2006",Republic of Tajikistan,Election for President,Held
"Nov. 5, 2006",Republic of Nicaragua,Election for Asamblea Nacional (Nicaraguan National Assembly),Held
"Nov. 5, 2006",Republic of Nicaragua,Election for President,Held
"Nov. 1, 2006",Catalunya (Comunitat autònoma d'Espanya),Election for Parlament de Catalunya (Catalan Parliament),Held
"Oct. 29, 2006",Republic of Bulgaria,Election for President,Held
"Oct. 29, 2006",Federative Republic of Brazil,Election for President,Held
"Oct. 29, 2006",Democratic Republic of the Congo,Election for President,Held
"Oct. 28, 2006",Czech Republic,Election for Senát (Czech Senate),Held
"Oct. 28, 2006",Republic of Serbia,Referendum,Held
"Oct. 22, 2006",Republic of Panama,Referendum,Held
"Oct. 22, 2006",Republic of Bulgaria,Election for President,Held
"Oct. 20, 2006",Czech Republic,Election for Senát (Czech Senate),Held
"Oct. 15, 2006",Republic of Ecuador,Election for President,Held
"Oct. 15, 2006",Republic of Ecuador,Election for Congreso Nacional (Ecuadorian National Congress),Held
"Oct. 7, 2006",Republic of Latvia,Election for Saeima (Latvian Parliament),Held
"Oct. 1, 2006",Federative Republic of Brazil,Election for President,Held
"Oct. 1, 2006",Bosnia and Herzegovina,Election for Chairman of the Presidency (Chairman of the Presidency),Held
"Oct. 1, 2006",Bosnia and Herzegovina,Election for Predstavnicki Dom (Bosnia and Herzegovina House of Representatives),Held
"Oct. 1, 2006",Federative Republic of Brazil,Election for Camara dos Deputados (Brazilian Chamber of Deputies),Held
"Oct. 1, 2006",Republic of Austria,Election for Nationalrat (Austrian National Council),Held
"Oct. 1, 2006",Federative Republic of Brazil,Election for Senado Federal (Brazilian Federal Senate),Held
"Sept. 28, 2006",Republic of Zambia,Election for President,Held
"Sept. 28, 2006",Republic of Zambia,Election for Zambian National Assembly,Held
"Sept. 26, 2006",Cook Islands,Election for Cook Islands Parliament,Held
"Sept. 22, 2006",Republic of The Gambia,Election for President,Held
"Sept. 20, 2006",Republic of Yemen,Election for President,Held
"Sept. 17, 2006",Kingdom of Sweden,Election for Riksdag (Swedish Parliament),Held
"Sept. 10, 2006",Montenegro,Election for Skupstina (Montenegrin Assembly),Held
"Aug. 28, 2006",Cooperative Republic of Guyana,Election for Guyanese National Assembly,Held
"July 30, 2006",Democratic Republic of the Congo,Election for Assemblée Nationale (Congolese National Assembly),Held
"July 30, 2006",Democratic Republic of Sao Tome and Principe,Election for President,Held
"July 30, 2006",Democratic Republic of the Congo,Election for President,Held
"July 28, 2006",Republic of Seychelles,Election for President,Held
"July 5, 2006",Republic of North Macedonia,Election for Sobranie (North Macedonian Assembly ),Held
"July 2, 2006",United Mexican States,Election for President,Held
"July 2, 2006",Plurinational State of Bolivia,Referendum,Held
"July 2, 2006",United Mexican States,Election for Camara de Diputados (Mexican Chamber of Deputies),Held
"July 2, 2006",United Mexican States,Election for Camara de Senadores (Mexican Senate),Held
"June 29, 2006",State of Kuwait,Election for Majlis al-Umma (Kuwaiti National Assembly),Held
"June 25, 2006",Italian Republic,Referendum,Held
"June 25, 2006",Islamic Republic of Mauritania,Referendum,Held
"June 17, 2006",Slovak Republic,Election for Národná rada (Slovak National Council),Held
"June 4, 2006",Republic of San Marino,Election for Consiglio Grande e Generale (Sammarinese Grand and General Council),Held
"June 4, 2006",Republic of Peru,Election for President,Held
"June 2, 2006",Czech Republic,Election for Poslanecká Sněmovna (Czech Chamber of Deputies),Held
"May 28, 2006",Republic of Colombia,Election for President,Held
"May 21, 2006",Montenegro,Referendum,Held
"May 21, 2006",Republic of Cyprus,Election for Vouli Antiprosopon (Cypriot House of Representatives),Held
"May 16, 2006",Dominican Republic,Election for Camara de Diputados (Dominican Chamber of Deputies),Held
"May 16, 2006",Dominican Republic,Election for Senado (Dominican Senate),Held
"May 14, 2006",Union of the Comoros,Election for President,Held
"May 13, 2006",Republic of Azerbaijan,Election for Milli Məclis (Azerbaijani National Assembly),Held
"May 6, 2006",Republic of Singapore,Election for Singapore Parliament,Held
"May 6, 2006",Republic of Fiji,Election for Fijian House of Representatives,Held
"May 3, 2006",Republic of Chad,Election for President,Held
"April 30, 2006",Lao People's Democratic Republic,Election for Sapha Heng Xat (Laotian National Assembly),Held
"April 23, 2006",Kingdom of Thailand,Election for Sapha Phuthaen Ratsadon (Thai House of Representatives),Held
"April 23, 2006",Kingdom of Thailand,Election for Wuthisapha (Thai Senate),Held
"April 23, 2006",Hungary,Election for Országgyűlés (Hungarian National Assembly),Held
"April 21, 2006",Republic of Haiti,Election for Sénat (Haitian Senate),Held
"April 19, 2006",Kingdom of Thailand,Election for Wuthisapha (Thai Senate),Held
"April 19, 2006",Kingdom of Thailand,Election for Sapha Phuthaen Ratsadon (Thai House of Representatives),Held
"April 9, 2006",Italian Republic,Election for Camera dei Deputati (Italian Chamber of Deputies),Held
"April 9, 2006",Italian Republic,Election for Senato della Repubblica (Itialian Senate),Held
"April 9, 2006",Republic of Peru,Election for President,Held
"April 9, 2006",Hungary,Election for Országgyűlés (Hungarian National Assembly),Held
"April 9, 2006",Republic of Peru,Election for Congreso de la República (Peruvian Congress of the Republic),Held
"April 5, 2006",Solomon Islands,Election for Solomon Islander National Parliament,Held
"April 2, 2006",Kingdom of Thailand,Election for Wuthisapha (Thai Senate),Held
"April 2, 2006",Kingdom of Thailand,Election for Sapha Phuthaen Ratsadon (Thai House of Representatives),Held
"March 31, 2006",Independent State of Samoa,Election for Fono (Samoan Legislative Assembly),Held
"March 28, 2006",State of Israel,Election for Knesset (Israeli Knesset),Held
"March 26, 2006",Democratic Republic of Sao Tome and Principe,Election for Assembleia Nacional (Sao Tomean National Assembly),Held
"March 26, 2006",Ukraine,Election for Verkhovna Rada (Ukrainian Supreme Council),Held
"March 19, 2006",Republic of Belarus,Election for President,Held
"March 12, 2006",Republic of Colombia,Election for Senado (Colombian Senate),Held
"March 12, 2006",Republic of Colombia,Election for Camara de Representantes (Colombian House of Representatives),Held
"Feb. 23, 2006",Republic of Uganda,Election for President,Held
"Feb. 23, 2006",Republic of Uganda,Election for Parliament (Ugandan National Assembly),Held
"Feb. 12, 2006",Republic of Cabo Verde,Election for President,Held
"Feb. 7, 2006",Republic of Haiti,Election for Chambre des Députés (Haitian Chamber of Deputies),Held
"Feb. 7, 2006",Republic of Haiti,Election for President,Held
"Feb. 7, 2006",Republic of Haiti,Election for Sénat (Haitian Senate),Held
"Feb. 5, 2006",Republic of Costa Rica,Election for Asamblea Legislativa (Costa Rican Legislative Assembly),Held
"Feb. 5, 2006",Republic of Costa Rica,Election for President,Held
"Jan. 29, 2006",Republic of Finland,Election for President,Held
"Jan. 25, 2006",Occupied Palestinian Territories,Election for Palestinian Legislative Council,Held
"Jan. 23, 2006",Canada,Election for Chambre des Communes (Canadian House of Commons),Held
"Jan. 22, 2006",Republic of Cabo Verde,Election for Assembleia Nacional (Cabo Verdean National Assembly),Held
"Jan. 22, 2006",Portuguese Republic,Election for President,Held
"Jan. 15, 2006",Republic of Chile,Election for President,Held
"Jan. 15, 2006",Republic of Finland,Election for President,Held
"Dec. 18, 2005",Democratic Republic of the Congo,Referendum,Held
"Dec. 18, 2005",Plurinational State of Bolivia,Election for Camara de Senadores (Bolivian Chamber of Senators),Held
"Dec. 18, 2005",Plurinational State of Bolivia,Election for Camara de Diputados (Bolivian Chamber of Deputies),Held
"Dec. 18, 2005",Plurinational State of Bolivia,Election for President,Held
"Dec. 15, 2005",Republic of Iraq,Election for Majlis an-Nuwwab al-`Iraqiyy (Iraqi Council of Representatives),Held
"Dec. 14, 2005",United Republic of Tanzania,Election for President,Held
"Dec. 11, 2005",Republic of Chile,Election for Senado (Chilean Senate),Held
"Dec. 11, 2005",Republic of Chile,Election for Camara de Diputados (Chilean Chamber of Deputies),Held
"Dec. 11, 2005",Republic of Chile,Election for President,Held
"Dec. 7, 2005",Saint Vincent and the Grenadines,Election for Saint Vincentian House of Assembly,Held
"Dec. 4, 2005",Republic of Kazakhstan,Election for President,Held
"Dec. 4, 2005",Bolivarian Republic of Venezuela,Election for Asamblea Nacional (Venezuelan National Assembly),Held
"Dec. 1, 2005",Arab Republic of Egypt,Election for Majlis Al-Sha'b (Egyptian People's Assembly),Held
"Nov. 27, 2005",Gabonese Republic,Election for President,Held
"Nov. 27, 2005",Republic of Armenia,Referendum,Held
"Nov. 27, 2005",Republic of Honduras,Election for Congreso Nacional (Honduran National Congress),Held
"Nov. 27, 2005",Republic of Honduras,Election for President,Held
"Nov. 26, 2005",Republic of Zimbabwe,Election for Zimbabwean Senate,Held
"Nov. 21, 2005",Republic of Kenya,Referendum,Held
"Nov. 20, 2005",Arab Republic of Egypt,Election for Majlis Al-Sha'b (Egyptian People's Assembly),Held
"Nov. 17, 2005",Democratic Socialist Republic of Sri Lanka,Election for President,Held
"Nov. 13, 2005",Burkina Faso,Election for President,Held
"Nov. 9, 2005",Arab Republic of Egypt,Election for Majlis Al-Sha'b (Egyptian People's Assembly),Held
"Nov. 8, 2005",Republic of Liberia,Election for President,Held
"Nov. 6, 2005",Republic of Azerbaijan,Election for Milli Məclis (Azerbaijani National Assembly),Held
"Oct. 23, 2005",Republic of Poland,Election for President,Held
"Oct. 23, 2005",Argentine Republic,Election for Cámara de Diputados (Argentinian Chamber of Deputies),Held
"Oct. 23, 2005",Federative Republic of Brazil,Referendum,Held
"Oct. 23, 2005",Argentine Republic,Election for Senado (Argentinian Senate),Held
"Oct. 15, 2005",Republic of Iraq,Referendum,Held
"Oct. 11, 2005",Republic of Liberia,Election for President,Held
"Oct. 11, 2005",Republic of Liberia,Election for Liberian Senate,Held
"Oct. 9, 2005",Republic of Poland,Election for President,Held
"Sept. 29, 2005",People's Democratic Republic of Algeria,Referendum,Held
"Sept. 25, 2005",Republic of Poland,Election for Senat (Polish Senate),Held
"Sept. 25, 2005",Republic of Poland,Election for Sejm (Polish Sejm),Held
"Sept. 25, 2005",Macau Special Administrative Region,Election for Região Administrativa Especial de Macau (Chinese Legislative Council (Macau)),Held
"Sept. 25, 2005",Swiss Confederation,Referendum,Held
"Sept. 18, 2005",Islamic Republic of Afghanistan,Election for Meshrano Jirga (Afghani House of Elders),Held
"Sept. 18, 2005",Federal Republic of Germany,Election for Bundestag (German Federal Diet),Held
"Sept. 17, 2005",New Zealand,Election for New Zealand House of Representatives,Held
"Sept. 12, 2005",Kingdom of Norway,Election for Storting (Norwegian Parliament),Held
"Sept. 11, 2005",Japan,Election for Shugiin (Japanese House of Representatives),Held
"Sept. 7, 2005",Arab Republic of Egypt,Election for President,Held
"Aug. 31, 2005",Saint Helena,Election for Saint Helenian Legislative Council,Held
"Aug. 19, 2005",Republic of Burundi,Election for President,Held
"Aug. 3, 2005",Republic of Suriname,Election for President,Held
"July 28, 2005",Republic of Uganda,Referendum,Held
"July 24, 2005",Republic of Guinea-Bissau,Election for President,Held
"July 10, 2005",Grand Duchy of Luxembourg,Referendum,Held
"July 10, 2005",Kyrgyz Republic,Election for President,Held
"July 4, 2005",Republic of Burundi,Election for Assemblee National (Burundian National Assembly),Held
"July 3, 2005",Republic of Mauritius,Election for Assemblée Nationale (Mauritian National Assembly),Held
"July 3, 2005",Republic of Albania,Election for Kuvendi i Shqipërisë (Parliament of Albania),Held
"June 25, 2005",Republic of Bulgaria,Election for Narodno Sabranie (Bulgarian National Assembly),Held
"June 24, 2005",Islamic Republic of Iran,Election for President,Held
"June 19, 2005",Republic of Guinea-Bissau,Election for President,Held
"June 19, 2005",Autonomous Community of Galicia,Election for Parlamento de Galicia (Parliament of Galicia),Held
"June 19, 2005",Lebanese Republic,Election for Majlis al-Nuwab (Lebanese National Assembly),Held
"June 17, 2005",Islamic Republic of Iran,Election for President,Held
